NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0809
Entries & Exits","0708
Entries & Exits","0809
Interchanges",Check,Check Detail,Check Reason
6951,TOM,Tottenham Hale,London,Greater London,Haringey ,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"801,361","428,454","750,895","1,980,710","801,361","428,485","750,934","1,980,780","3,961,490","3,753,982","167,547",,,
5921,TTN,Totton,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"47,151","41,200","62,196","150,547","47,151","41,200","62,196","150,547","301,094","314,106",0,,,
2283,TWN,Town Green,North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,Merseyside,,,"45,080","63,964","20,942","129,986","45,080","63,964","20,942","129,986","259,972","206,180",0,,,PTE Urban Area Station (Within Merseyrail area)
2969,TRA,Trafford Park,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"8,162","6,339","7,447","21,948","8,162","6,339","7,447","21,948","43,896","34,630",0,,,PTE Urban Area Station
3887,TRF,Trefforest,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"119,189","148,618","80,518","348,325","119,189","148,618","80,518","348,325","696,650","671,343",0,,,
3886,TRE,Trefforest Estate,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"21,635","31,140","9,791","62,566","21,635","31,140","9,791","62,566","125,132","139,422",0,,,
3888,TRH,Trehafod,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"5,070","5,748","3,760","14,578","5,070","5,748","3,760","14,578","29,156","27,270",0,,,
3889,TRB,Treherbert,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"62,501","112,127","77,100","251,728","62,501","112,127","77,100","251,728","503,456","501,012",0,,,
3891,TRY,Treorchy,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"12,451","18,768","63,723","94,942","12,451","18,768","63,723","94,942","189,884","159,050",0,,,
7225,TRM,Trimley,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,,,"8,978","9,060","2,319","20,357","8,978","9,060","2,319","20,357","40,714","42,413",0,,,
1393,TRI,Tring,East,Hertfordshire,Dacorum,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"74,249","91,424","122,553","288,226","74,249","91,424","122,553","288,226","576,452","587,473",901,,,
4276,TRD,Troed-Y-Rhiw,Wales - Cymru,Merthyr Tydfil - Merthyr Tudful,Merthyr Tydfil - Merthyr Tudful,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"6,026","4,781",957,"11,764","6,026","4,781",957,"11,764","23,528","22,890",0,,,
9562,TRN,Troon,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"112,299","93,536","103,117","308,952","112,299","93,536","103,117","308,952","617,904","569,318","5,017",,,PTE Urban Area Station
3348,TRO,Trowbridge,South West,Wiltshire,West Wiltshire,UKK1,Gloucestershire,First Great Western,,,,,"105,050","130,115","71,130","306,295","105,050","130,115","71,130","306,295","612,590","571,281","10,433",,,
3540,TRU,Truro,South West,Cornwall And Isles Of Scilly,Carrick,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,,"48,028","346,048","104,608","498,684","48,028","346,048","104,608","498,684","997,368","917,184","100,333",,,
8837,TUL,Tulloch,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,991,206,0,"1,197",991,206,0,"1,197","2,394","2,365",0,,,
5390,TUH,Tulse Hill,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"139,636","156,908","603,756","900,300","139,636","156,908","603,756","900,300","1,800,600","1,964,216","537,650",,,
5230,TBW,Tunbridge Wells,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,,,"261,396","580,730","1,055,452","1,897,578","261,396","580,730","1,055,452","1,897,578","3,795,156","3,809,211","39,183",,,
6952,TUR,Turkey Street,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"30,789","55,595","142,963","229,347","30,789","55,595","142,963","229,347","458,694","558,801",0,Check,Decline of more than 12% ,
1783,TUT,Tutbury & Hatton,East Midlands,Derbyshire,South Derbyshire,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"11,475","6,590","2,303","20,368","11,475","6,590","2,303","20,368","40,736","38,558",0,,,
5574,TWI,Twickenham,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"441,721","882,650","1,230,119","2,554,490","441,721","882,650","1,230,119","2,554,490","5,108,980","5,032,750","459,364",,,
3155,TWY,Twyford,South East,Wokingham,Wokingham,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"125,387","238,592","257,450","621,429","125,387","238,592","257,450","621,429","1,242,858","1,222,401","293,014",,,
2439,TYC,Ty Croes,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,806,"1,261",15,"2,082",806,"1,261",15,"2,082","4,164","3,656",0,,,
3817,TGS,Ty Glas,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,,"13,823","5,064","20,769","39,656","13,823","5,064","20,769","39,656","79,312","60,886",0,Check,Growth of more than 28%,
4357,TYG,Tygwyn,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,410,68,78,556,410,68,78,556,"1,112","1,384",0,Check,"Ignore - Less than 15,000 E&X",
8728,TYL,Tyndrum Lower,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,TYNDRUM BR,,,,"1,753",407,116,"2,276","1,753",407,116,"2,276","4,552","4,577",0,,,
4518,TYS,Tyseley,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"19,928","14,715","49,353","83,996","19,928","14,715","49,353","83,996","167,992","66,464","8,721",Check,Growth of more than 28%,PTE Urban Area Station
4433,TYW,Tywyn,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"26,374","9,092","15,083","50,549","26,374","9,092","15,083","50,549","101,098","132,230",0,Check,Decline of more than 12% ,Cambrian Coast line (Wales). Assume service pattern changes explain mixture of decline and growth on stations on this line.
5334,UCK,Uckfield,South East,East Sussex,Wealden,UKJ2,Surrey and East & West Sussex,Southern,,,,,"26,812","40,156","100,295","167,263","26,812","40,156","100,295","167,263","334,526","310,293","7,299",,,
9776,UDD,Uddingston,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"126,042","89,761","145,863","361,666","126,042","89,761","145,863","361,666","723,332","647,248",0,,,PTE Urban Area Station
6211,ULC,Ulceby,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"3,226",201,255,"3,682","3,226",201,255,"3,682","7,364","8,089",0,,,
8261,ULL,Ulleskelf,Yorkshire And The Humber,North Yorkshire,Selby,UKE2,North Yorkshire,Northern Rail,,,,,"1,536",121,290,"1,947","1,536",121,290,"1,947","3,894","4,218",0,,,
2010,ULV,Ulverston,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,,,"38,439","47,095","9,315","94,849","38,439","47,095","9,315","94,849","189,698","189,363",0,,,
5826,UMB,Umberleigh,South West,Devon,North Devon,UKK4,Devon,First Great Western,,,,,692,"7,207",229,"8,128",692,"7,207",229,"8,128","16,256","13,811",0,,,
4504,UNI,University,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"215,748","439,607","333,720","989,075","215,748","439,607","333,720","989,075","1,978,150","1,250,942",0,Check,Growth of more than 28%,PTE Urban Area Station
9373,UHA,Uphall,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"56,066","33,965","37,010","127,041","56,066","33,965","37,010","127,041","254,082","255,196",0,,,
2364,UPL,Upholland,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,,"5,391","2,846",689,"8,926","5,391","2,846",689,"8,926","17,852","17,001",0,,,
7464,UPM,Upminster,London,Greater London,Havering,UKI2,Outer London,c2c,,,London Travelcard Area Station,Joint TfL & TOC Station,"254,940","266,385","756,206","1,277,531","254,940","266,385","756,206","1,277,531","2,555,062","2,950,726","460,774",Check,Decline of more than 12% ,
5613,UPH,Upper Halliford,South East,Surrey,Spelthorne,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"13,244","10,657","50,707","74,608","13,244","10,657","50,707","74,608","149,216","168,789",0,,,
1524,UHL,Upper Holloway,London,Greater London,Islington,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"13,923","13,563","114,456","141,942","13,923","13,563","114,456","141,942","283,884","305,247",0,,,
8838,UTY,Upper Tyndrum,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,TYNDRUM BR,,,,911,742,91,"1,744",911,742,91,"1,744","3,488","3,228",5,,,
5391,UWL,Upper Warlingham,South East,Surrey,Tandridge,UKJ2,Surrey and East & West Sussex,Southern,,,London Travelcard Area Station,,"55,212","85,036","199,545","339,793","55,212","85,036","199,545","339,793","679,586","639,477",2,,,
2141,UPT,Upton,North West,Merseyside,Wirral,UKD5,Merseyside,Arriva Trains Wales,,Merseyside,,,"6,383","2,053","1,985","10,421","6,383","2,053","1,985","10,421","20,842","15,477",0,Check,Growth of more than 28%,PTE Urban Area Station
5967,UPW,Upwey,South West,Dorset,Weymouth And Portland,UKK2,Dorset and Somerset,South West Trains,,,,,"9,754","8,682","2,286","20,722","9,754","8,682","2,286","20,722","41,444","35,089","12,024",,,
2938,URM,Urmston,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"26,404","60,092","32,786","119,282","26,404","60,092","32,786","119,282","238,564","201,663",0,,,
1342,UTT,Uttoxeter,West Midlands,Staffordshire,East Staffordshire,UKG2,Shropshire and Staffordshire,East Midlands Trains,,,,,"36,721","23,813","5,176","65,710","36,721","23,813","5,176","65,710","131,420","119,095",0,,,
2440,VAL,Valley,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"1,846","2,253","2,892","6,991","1,846","2,253","2,892","6,991","13,982","18,703",0,Check,"Ignore - Less than 15,000 E&X",
5597,VXH,Vauxhall,London,Greater London,Lambeth,UKI1,Inner London,South West Trains,LONDON BR,,London Travelcard Area Station,,"848,458","1,395,257","5,058,916","7,302,631","845,914","1,393,819","5,039,565","7,279,298","14,581,929","15,419,867",0,,,
5676,VIR,Virginia Water,South East,Surrey,Runnymede,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"84,645","95,690","93,298","273,633","84,645","95,690","93,298","273,633","547,266","520,911","81,324",,,
5392,WDO,Waddon,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"38,647","55,711","182,647","277,005","38,647","55,711","182,647","277,005","554,010","599,959",0,,,
5231,WAD,Wadhurst,South East,East Sussex,Wealden,UKJ2,Surrey and East & West Sussex,Southeastern,,,,,"24,791","68,204","113,371","206,366","24,791","68,204","113,371","206,366","412,732","419,780",0,,,
6268,WFL,Wainfleet,East Midlands,Lincolnshire,East Lindsey,UKF3,Lincolnshire,East Midlands Trains,,,,,"10,500","4,081","17,512","32,093","10,500","4,081","17,512","32,093","64,186","69,529",0,,,
8584,WKK,Wakefield Kirkgate,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,WAKEFIELD BR,West Yorkshire,,,"103,611","88,441","40,937","232,989","103,611","88,441","40,937","232,989","465,978","360,356","76,671",Check,Growth of more than 28%,PTE Urban Area Station
8591,WKF,Wakefield Westgate,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,East Coast Main Line,WAKEFIELD BR,West Yorkshire,,,"295,420","458,504","255,003","1,008,927","295,420","458,504","255,003","1,008,927","2,017,854","1,610,947","64,128",,,PTE Urban Area Station
2612,WKD,Walkden,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"25,223","47,203","41,702","114,128","25,223","47,203","41,702","114,128","228,256","162,130",0,Check,Growth of more than 28%,PTE Urban Area Station
2154,WLG,Wallasey Grove Road,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"115,649","73,376","55,775","244,800","115,649","73,376","55,775","244,800","489,600","304,694",0,Check,Growth of more than 28%,PTE Urban Area Station
2265,WLV,Wallasey Village,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"105,102","55,747","39,998","200,847","105,102","55,747","39,998","200,847","401,694","262,319",0,Check,Growth of more than 28%,PTE Urban Area Station
5394,WLT,Wallington,London,Greater London,Sutton,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"128,647","201,590","581,272","911,509","128,647","201,590","581,272","911,509","1,823,018","1,960,208",0,,,
9365,WAF,Wallyford,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"47,089","23,678","33,863","104,630","47,089","23,678","33,863","104,630","209,260","159,949",0,Check,Growth of more than 28%,
5041,WAM,Walmer,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,,,"27,240","40,255","67,812","135,307","27,240","40,255","67,812","135,307","270,614","261,454",0,,,
1216,WSL,Walsall,West Midlands,West Midlands,Walsall,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"99,837","191,205","200,401","491,443","99,837","191,205","200,401","491,443","982,886","586,957","13,662",Check,Growth of more than 28%,PTE Urban Area Station
2665,WDN,Walsden,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"18,889","19,501","17,914","56,304","18,889","19,501","17,914","56,304","112,608","116,666",0,,,
6823,WLC,Waltham Cross,East,Hertfordshire,Broxbourne,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,,"80,798","60,299","195,558","336,655","80,798","60,299","195,558","336,655","673,310","704,582",0,,,
6953,WHC,Walthamstow Central,London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,Joint TfL & TOC Station,"87,862","206,212","816,023","1,110,097","87,862","206,212","816,023","1,110,097","2,220,194","2,582,700",0,Check,Decline of more than 12% ,
7407,WMW,Walthamstow Queens Road,London,Greater London,Waltham Forest,UKI2,Outer London,London Overground,,,London Travelcard Area Station,,"5,737","3,538","25,434","34,709","5,737","3,538","25,434","34,709","69,418","87,649",0,Check,Decline of more than 12% ,Change to London Overground in November 2007. Switch to PAYG Oyster away from TOC tickets produces decline.
2251,WAO,Walton (Merseyside),North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"36,597","32,423","20,554","89,574","36,597","32,423","20,554","89,574","179,148","113,131",0,Check,Growth of more than 28%,PTE Urban Area Station
6858,WON,Walton-On-Naze,East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,,"10,461","28,896","19,642","58,999","10,461","28,896","19,642","58,999","117,998","115,112",0,,,
5575,WAL,Walton-On-Thames,South East,Surrey,Elmbridge,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"303,902","352,309","663,544","1,319,755","303,902","352,309","663,544","1,319,755","2,639,510","2,612,224",0,,,
5639,WAN,Wanborough,South East,Surrey,Guildford,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"10,903","10,047","19,830","40,780","10,903","10,047","19,830","40,780","81,560","71,570",0,,,
5395,WSW,Wandsworth Common,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"125,111","131,867","452,649","709,627","125,111","131,867","452,649","709,627","1,419,254","1,596,175",0,,,
5372,WWR,Wandsworth Road,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"20,643","14,130","48,390","83,163","20,643","14,130","48,390","83,163","166,326","138,798",0,,,
5576,WNT,Wandsworth Town,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station,,"222,571","225,895","861,294","1,309,760","222,571","225,895","861,294","1,309,760","2,619,520","2,706,796",0,,,
7408,WNP,Wanstead Park,London,Greater London,Newham,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"5,935","12,695","89,001","107,631","5,935","12,695","89,001","107,631","215,262","238,857",0,,,
5264,WBL,Warblington,South East,Hampshire,Havant,UKJ3,Hampshire and Isle of Wight,Southern,,,,,"4,384","4,158","14,194","22,736","4,384","4,158","14,194","22,736","45,472","51,283",0,,,
6824,WAR,Ware,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,,"118,355","104,283","238,118","460,756","118,355","104,283","238,118","460,756","921,512","904,419",0,,,
5959,WRM,Wareham,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,,,"54,316","92,825","24,008","171,149","54,316","92,825","24,008","171,149","342,298","336,863",0,,,
3158,WGV,Wargrave,South East,Wokingham,Wokingham,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"7,760","7,549","17,131","32,440","7,760","7,549","17,131","32,440","64,880","62,084",0,,,
5505,WMN,Warminster,South West,Wiltshire,West Wiltshire,UKK1,Gloucestershire,First Great Western,,,,,"37,154","90,134","29,385","156,673","37,154","90,134","29,385","156,673","313,346","304,446","13,630",,,
5316,WNH,Warnham,South East,West Sussex,Horsham,UKJ2,Surrey and East & West Sussex,Southern,,,,,"1,241",911,"3,198","5,350","1,241",911,"3,198","5,350","10,700","9,062",0,,,
2384,WBQ,Warrington Bank Quay,North West,Warrington,Warrington,UKD2,Cheshire,Virgin Trains (West Coast),WARRINGTON BR,,,,"213,803","279,393","67,285","560,481","213,802","279,385","67,258","560,445","1,120,926","1,042,754","235,576",,,
