 RODS report3h created at 13:28:09 on 29-03-2017,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,,,
,,,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Day
Arrivals at,,to line/direction,,from NR/DLR Origin,,    - 7am ,  7am-10am,  10am-4pm,  4pm-7pm ,  7pm-10pm,  10pm+   ,total
625,King's Cross St. Pancras      ,Victoria       ,N,6133,Peterborough                  ,35,30,0,19,0,0,85
625,King's Cross St. Pancras      ,Victoria       ,N,5066,Herne Hill                    ,0,14,0,0,0,0,14
625,King's Cross St. Pancras      ,Victoria       ,N,1940,Wellingborough                ,0,11,0,0,0,0,11
625,King's Cross St. Pancras      ,Victoria       ,N,5068,Nunhead                       ,0,22,0,0,0,0,22
625,King's Cross St. Pancras      ,Victoria       ,N,1543,Harpenden                     ,70,293,0,0,0,0,363
625,King's Cross St. Pancras      ,Victoria       ,N,1548,St Albans City                ,0,54,0,0,0,0,54
625,King's Cross St. Pancras      ,Victoria       ,N,5167,Faversham                     ,0,45,0,0,0,0,45
625,King's Cross St. Pancras      ,Victoria       ,N,8506,New Pudsey                    ,0,30,0,0,0,0,30
625,King's Cross St. Pancras      ,Victoria       ,N,1570,Luton Airport Parkway         ,0,49,0,0,0,0,49
625,King's Cross St. Pancras      ,Victoria       ,N,5390,Tulse Hill                    ,0,0,2,0,0,0,2
625,King's Cross St. Pancras      ,Victoria       ,N,7728,Newcastle                     ,0,0,3,27,0,0,30
625,King's Cross St. Pancras      ,Victoria       ,N,1512,Bedford Midland               ,0,0,19,215,0,0,233
625,King's Cross St. Pancras      ,Victoria       ,N,6070,Hatfield                      ,0,0,47,0,0,0,47
625,King's Cross St. Pancras      ,Victoria       ,N,1826,Nottingham                    ,0,0,39,0,0,0,39
625,King's Cross St. Pancras      ,Victoria       ,N,6085,Hertford North                ,2,7,0,0,0,0,9
625,King's Cross St. Pancras      ,Victoria       ,N,5007,Canterbury West               ,0,0,25,188,0,0,212
625,King's Cross St. Pancras      ,Victoria       ,N,5421,Denmark Hill                  ,0,0,117,0,0,0,117
625,King's Cross St. Pancras      ,Victoria       ,N,6977,Hackney Central               ,0,85,0,0,0,0,85
625,King's Cross St. Pancras      ,Victoria       ,N,1823,Derby                         ,0,0,59,0,0,0,59
625,King's Cross St. Pancras      ,Victoria       ,N,5309,Horsham                       ,0,0,0,19,0,0,19
625,King's Cross St. Pancras      ,Victoria       ,N,5169,Gillingham (Kent)             ,0,0,0,59,0,0,59
625,King's Cross St. Pancras      ,Victoria       ,N,6941,Edmonton Green                ,0,191,0,0,0,0,191
625,King's Cross St. Pancras      ,Victoria       ,N,5024,Rye                           ,0,0,0,212,0,0,212
625,King's Cross St. Pancras      ,Victoria       ,N,5466,Ashford International         ,0,0,70,0,317,0,387
625,King's Cross St. Pancras      ,Victoria       ,N,6691,Sheffield                     ,0,0,0,0,22,0,22
625,King's Cross St. Pancras      ,Victoria       ,N,6511,Retford                       ,0,0,0,0,0,33,33
625,King's Cross St. Pancras      ,Victoria       ,N,5063,Bickley                       ,0,18,0,0,0,0,18
625,King's Cross St. Pancras      ,Victoria       ,N,5018,Margate                       ,0,0,82,0,0,0,82
625,King's Cross St. Pancras      ,Victoria       ,N,5150,New Cross                     ,0,0,25,0,0,0,25
625,King's Cross St. Pancras      ,Victoria       ,N,6086,Hitchin                       ,13,54,0,0,0,0,67
625,King's Cross St. Pancras      ,Victoria       ,N,5128,Welling                       ,0,0,0,0,23,5,28
625,King's Cross St. Pancras      ,Victoria       ,N,1519,Cricklewood                   ,0,0,0,3,0,0,3
625,King's Cross St. Pancras      ,Victoria       ,N,1947,Leicester                     ,0,0,0,1,0,0,1
625,King's Cross St. Pancras      ,Victoria       ,N,6092,Stevenage                     ,0,0,0,25,0,0,25
625,King's Cross St. Pancras      ,Victoria       ,S,1512,Bedford Midland               ,33,136,68,1,0,0,237
625,King's Cross St. Pancras      ,Victoria       ,S,1543,Harpenden                     ,38,485,524,0,0,0,1047
625,King's Cross St. Pancras      ,Victoria       ,S,1940,Wellingborough                ,19,27,0,13,49,0,108
625,King's Cross St. Pancras      ,Victoria       ,S,1548,St Albans City                ,78,841,396,1,64,0,1380
625,King's Cross St. Pancras      ,Victoria       ,S,6170,Biggleswade                   ,20,40,87,0,0,0,148
625,King's Cross St. Pancras      ,Victoria       ,S,6108,Huntingdon                    ,55,349,215,1,28,0,649
625,King's Cross St. Pancras      ,Victoria       ,S,6133,Peterborough                  ,12,305,682,72,6,0,1078
625,King's Cross St. Pancras      ,Victoria       ,S,1532,Flitwick                      ,26,267,1,0,0,0,294
625,King's Cross St. Pancras      ,Victoria       ,S,1562,St Albans Abbey               ,0,5,0,0,0,0,5
625,King's Cross St. Pancras      ,Victoria       ,S,7022,Cambridge                     ,16,299,1522,325,184,0,2346
625,King's Cross St. Pancras      ,Victoria       ,S,6022,Potters Bar                   ,0,47,0,0,41,39,127
625,King's Cross St. Pancras      ,Victoria       ,S,1536,Luton                         ,28,76,30,27,175,0,335
625,King's Cross St. Pancras      ,Victoria       ,S,6172,Sandy                         ,0,9,0,0,0,0,9
625,King's Cross St. Pancras      ,Victoria       ,S,6110,St Neots                      ,28,240,6,0,86,0,360
625,King's Cross St. Pancras      ,Victoria       ,S,6090,Royston                       ,6,106,169,0,0,142,424
625,King's Cross St. Pancras      ,Victoria       ,S,6084,Baldock                       ,0,54,0,0,0,0,54
625,King's Cross St. Pancras      ,Victoria       ,S,6092,Stevenage                     ,16,50,100,26,5,79,277
625,King's Cross St. Pancras      ,Victoria       ,S,6469,Grantham                      ,0,39,99,174,115,0,427
625,King's Cross St. Pancras      ,Victoria       ,S,6417,Doncaster                     ,0,4,50,182,4,0,240
625,King's Cross St. Pancras      ,Victoria       ,S,1542,Elstree & Borehamwood         ,5,59,65,126,0,0,255
625,King's Cross St. Pancras      ,Victoria       ,S,1534,Leagrave                      ,29,127,161,0,1,0,318
625,King's Cross St. Pancras      ,Victoria       ,S,0,Not stated                    ,16,296,339,142,208,15,1016
625,King's Cross St. Pancras      ,Victoria       ,S,5200,Chestfield                    ,0,2,0,3,0,0,4
625,King's Cross St. Pancras      ,Victoria       ,S,6691,Sheffield                     ,0,56,235,44,40,0,375
625,King's Cross St. Pancras      ,Victoria       ,S,6498,Newark Castle                 ,0,24,0,0,0,0,24
625,King's Cross St. Pancras      ,Victoria       ,S,1947,Leicester                     ,0,11,106,96,0,0,213
625,King's Cross St. Pancras      ,Victoria       ,S,1857,Kettering                     ,4,4,8,0,0,0,16
625,King's Cross St. Pancras      ,Victoria       ,S,8126,Hull                          ,0,7,71,0,0,13,91
625,King's Cross St. Pancras      ,Victoria       ,S,1823,Derby                         ,0,13,12,2,20,9,56
625,King's Cross St. Pancras      ,Victoria       ,S,6089,Letchworth                    ,5,194,61,0,0,0,259
625,King's Cross St. Pancras      ,Victoria       ,S,6499,Newark North Gate             ,6,30,86,0,0,3,124
625,King's Cross St. Pancras      ,Victoria       ,S,6183,Welwyn Garden City            ,0,22,6,11,0,0,39
625,King's Cross St. Pancras      ,Victoria       ,S,1527,Mill Hill Broadway            ,8,103,24,23,0,0,159
625,King's Cross St. Pancras      ,Victoria       ,S,1533,Harlington                    ,0,60,68,0,0,0,128
625,King's Cross St. Pancras      ,Victoria       ,S,7166,March                         ,0,23,46,0,0,0,69
625,King's Cross St. Pancras      ,Victoria       ,S,1546,Radlett                       ,0,168,299,0,0,0,467
625,King's Cross St. Pancras      ,Victoria       ,S,6171,Arlesey                       ,0,5,0,0,0,0,5
625,King's Cross St. Pancras      ,Victoria       ,S,1570,Luton Airport Parkway         ,7,180,36,469,0,0,691
625,King's Cross St. Pancras      ,Victoria       ,S,6086,Hitchin                       ,6,63,149,6,0,0,223
625,King's Cross St. Pancras      ,Victoria       ,S,7068,Ely                           ,0,46,136,24,0,0,207
625,King's Cross St. Pancras      ,Victoria       ,S,7079,Waterbeach                    ,4,40,0,0,0,0,44
625,King's Cross St. Pancras      ,Victoria       ,S,1909,Market Harborough             ,0,38,6,59,0,0,102
625,King's Cross St. Pancras      ,Victoria       ,S,6088,Knebworth                     ,8,132,5,0,0,0,145
625,King's Cross St. Pancras      ,Victoria       ,S,1555,St Pancras London             ,0,2,1,0,0,0,3
625,King's Cross St. Pancras      ,Victoria       ,S,1826,Nottingham                    ,0,48,56,38,45,0,186
625,King's Cross St. Pancras      ,Victoria       ,S,1429,Dalston Kingsland             ,0,25,0,0,0,0,25
625,King's Cross St. Pancras      ,Victoria       ,S,1510,Bedford St Johns              ,8,77,211,0,0,0,295
625,King's Cross St. Pancras      ,Victoria       ,S,8263,York                          ,0,61,167,52,276,3,559
625,King's Cross St. Pancras      ,Victoria       ,S,7728,Newcastle                     ,0,194,112,204,0,77,587
625,King's Cross St. Pancras      ,Victoria       ,S,8487,Leeds                         ,0,46,221,42,253,12,576
625,King's Cross St. Pancras      ,Victoria       ,S,6074,Brookmans Park                ,0,0,13,0,0,0,13
625,King's Cross St. Pancras      ,Victoria       ,S,8437,Huddersfield                  ,0,64,37,0,0,0,101
625,King's Cross St. Pancras      ,Victoria       ,S,8584,Wakefield Kirkgate            ,0,0,2,0,0,0,2
625,King's Cross St. Pancras      ,Victoria       ,S,5112,Blackfriars - NR              ,0,0,0,3,0,0,3
625,King's Cross St. Pancras      ,Victoria       ,S,8213,Harrogate                     ,0,0,86,25,0,0,111
625,King's Cross St. Pancras      ,Victoria       ,S,7680,Morpeth                       ,0,0,0,72,0,0,72
625,King's Cross St. Pancras      ,Victoria       ,S,6070,Hatfield                      ,2,117,0,2,0,0,121
625,King's Cross St. Pancras      ,Victoria       ,S,5510,Andover                       ,0,0,0,0,2,0,2
625,King's Cross St. Pancras      ,Victoria       ,S,7877,Darlington                    ,0,0,8,14,96,7,126
625,King's Cross St. Pancras      ,Victoria       ,S,6615,Chesterfield                  ,0,22,41,0,0,2,65
625,King's Cross St. Pancras      ,Victoria       ,S,5676,Virginia Water                ,0,0,6,0,0,0,6
625,King's Cross St. Pancras      ,Victoria       ,S,1378,Milton Keynes Cent            ,0,3,0,0,0,0,3
625,King's Cross St. Pancras      ,Victoria       ,S,8469,Steeton and Silsden           ,0,0,0,0,0,1,1
625,King's Cross St. Pancras      ,Victoria       ,S,6028,Gordon Hill                   ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Victoria       ,S,6024,Winchmore Hill                ,0,0,1,0,0,0,1
625,King's Cross St. Pancras      ,Victoria       ,S,5172,Gravesend                     ,1,20,14,0,84,0,119
625,King's Cross St. Pancras      ,Victoria       ,S,8468,Keighley                      ,0,11,0,0,0,0,11
625,King's Cross St. Pancras      ,Victoria       ,S,5466,Ashford International         ,17,24,24,0,35,0,99
625,King's Cross St. Pancras      ,Victoria       ,S,6096,Welwyn North                  ,7,101,110,0,0,0,218
625,King's Cross St. Pancras      ,Victoria       ,S,7044,Shepreth                      ,0,16,0,0,0,0,16
625,King's Cross St. Pancras      ,Victoria       ,S,7114,Watlington                    ,0,18,9,0,0,0,27
625,King's Cross St. Pancras      ,Victoria       ,S,8591,Wakefield Westgate            ,0,23,0,0,0,0,23
625,King's Cross St. Pancras      ,Victoria       ,S,5004,Ashford Kent                  ,0,73,0,0,0,0,73
625,King's Cross St. Pancras      ,Victoria       ,S,1421,West Hampstead - NR           ,0,23,0,0,0,0,23
625,King's Cross St. Pancras      ,Victoria       ,S,5006,Broadstairs                   ,0,62,3,0,0,0,65
625,King's Cross St. Pancras      ,Victoria       ,S,5027,Folkestone West               ,0,44,24,0,0,0,67
625,King's Cross St. Pancras      ,Victoria       ,S,5140,Harrietsham                   ,11,43,0,0,0,0,54
625,King's Cross St. Pancras      ,Victoria       ,S,5007,Canterbury West               ,0,43,0,0,38,0,81
625,King's Cross St. Pancras      ,Victoria       ,S,8201,Selby                         ,0,235,13,0,0,0,248
625,King's Cross St. Pancras      ,Victoria       ,S,6686,Swinton (Yorks)               ,0,24,0,0,0,0,24
625,King's Cross St. Pancras      ,Victoria       ,S,6140,Stamford                      ,0,10,0,0,0,0,10
625,King's Cross St. Pancras      ,Victoria       ,S,1847,Corby                         ,0,5,7,0,0,0,12
625,King's Cross St. Pancras      ,Victoria       ,S,1897,Loughborough                  ,0,13,48,0,0,0,61
625,King's Cross St. Pancras      ,Victoria       ,S,5203,Rochester                     ,0,0,12,0,0,0,12
625,King's Cross St. Pancras      ,Victoria       ,S,5669,Egham                         ,0,0,2,0,0,0,2
625,King's Cross St. Pancras      ,Victoria       ,S,9328,Edinburgh                     ,0,0,409,0,0,0,409
625,King's Cross St. Pancras      ,Victoria       ,S,5018,Margate                       ,0,0,15,0,0,0,15
625,King's Cross St. Pancras      ,Victoria       ,S,8346,Bradford Forster Square       ,0,0,7,0,0,0,7
625,King's Cross St. Pancras      ,Victoria       ,S,5199,Chatham                       ,0,1,131,19,0,0,152
625,King's Cross St. Pancras      ,Victoria       ,S,7745,Durham                        ,0,0,15,11,0,0,26
625,King's Cross St. Pancras      ,Victoria       ,S,5177,Rainham Kent                  ,0,0,55,0,0,0,55
625,King's Cross St. Pancras      ,Victoria       ,S,7115,Kings Lynn                    ,0,0,54,100,0,0,154
625,King's Cross St. Pancras      ,Victoria       ,S,5355,East Croydon                  ,0,0,4,0,0,0,4
625,King's Cross St. Pancras      ,Victoria       ,S,5379,Purley                        ,0,21,0,0,0,0,21
625,King's Cross St. Pancras      ,Victoria       ,S,7029,Foxton                        ,0,0,15,0,0,0,15
625,King's Cross St. Pancras      ,Victoria       ,S,8568,Ilkley                        ,0,0,84,0,0,0,84
625,King's Cross St. Pancras      ,Victoria       ,S,5187,Sittingbourne                 ,0,22,114,59,0,0,195
625,King's Cross St. Pancras      ,Victoria       ,S,1522,Hendon                        ,0,0,288,0,0,0,288
625,King's Cross St. Pancras      ,Victoria       ,S,5595,Clapham Junction              ,14,21,0,0,0,0,36
625,King's Cross St. Pancras      ,Victoria       ,S,5064,Bromley South                 ,0,0,27,0,0,0,27
625,King's Cross St. Pancras      ,Victoria       ,S,8185,Scarborough                   ,0,0,0,74,0,0,74
625,King's Cross St. Pancras      ,Victoria       ,S,5475,Merstham                      ,0,0,0,6,0,0,6
625,King's Cross St. Pancras      ,Victoria       ,S,5645,Motspur Park                  ,0,2,0,0,0,0,2
625,King's Cross St. Pancras      ,Victoria       ,S,5078,Crofton Park                  ,0,0,0,41,0,0,41
625,King's Cross St. Pancras      ,Victoria       ,S,5023,Ramsgate                      ,0,0,0,95,0,0,95
625,King's Cross St. Pancras      ,Victoria       ,S,5428,Norbury                       ,7,16,0,0,0,0,23
625,King's Cross St. Pancras      ,Victoria       ,S,7929,Middlesbrough                 ,0,0,0,13,0,0,13
625,King's Cross St. Pancras      ,Victoria       ,S,5033,Dover Priory                  ,0,0,0,18,0,0,18
625,King's Cross St. Pancras      ,Victoria       ,S,5420,Battersea Park                ,1,7,0,0,0,0,8
625,King's Cross St. Pancras      ,Victoria       ,S,5086,West Dulwich                  ,1,32,3,0,0,0,36
625,King's Cross St. Pancras      ,Victoria       ,S,1449,Kentish Town West             ,0,0,1,0,258,0,259
625,King's Cross St. Pancras      ,Victoria       ,S,9813,Glasgow Central               ,0,0,0,0,243,0,243
625,King's Cross St. Pancras      ,Victoria       ,S,8805,Perth                         ,0,0,0,0,0,91,91
625,King's Cross St. Pancras      ,Victoria       ,S,5035,Folkestone Central            ,0,43,0,0,0,0,43
625,King's Cross St. Pancras      ,Victoria       ,S,1373,Leighton Buzzard              ,0,0,2,0,0,0,2
625,King's Cross St. Pancras      ,Victoria       ,S,3333,Swindon                       ,0,25,0,0,0,0,25
625,King's Cross St. Pancras      ,Victoria       ,S,6926,Clapton                       ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Victoria       ,S,7038,Newmarket                     ,0,0,0,22,0,0,22
625,King's Cross St. Pancras      ,Victoria       ,S,7036,Meldreth                      ,0,0,1,0,0,0,1
625,King's Cross St. Pancras      ,Victoria       ,S,7367,Attleborough                  ,0,0,5,0,0,0,5
625,King's Cross St. Pancras      ,Victoria       ,S,7055,Downham Market                ,0,0,15,0,0,0,15
625,King's Cross St. Pancras      ,Victoria       ,S,1402,Watford Junction              ,0,38,0,0,0,0,38
625,King's Cross St. Pancras      ,Victoria       ,S,5489,Hassocks                      ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Victoria       ,S,6388,Spalding                      ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Victoria       ,S,2771,Stockport                     ,0,0,0,0,4,0,4
625,King's Cross St. Pancras      ,Victoria       ,S,8345,Bradford Interchange          ,0,0,0,0,29,0,29
625,King's Cross St. Pancras      ,Victoria       ,S,8509,Weeton                        ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Victoria       ,S,5169,Gillingham (Kent)             ,0,0,17,0,0,0,17
625,King's Cross St. Pancras      ,Victoria       ,S,5924,Winchester                    ,0,0,0,0,0,0,0
