 NLC,Station name,Journey Purpose,Total,Not Stated    ,5 or more days per week,1-4 days per week   ,Once a fortnight    ,Once a month  ,Less than once a month,First Time Ever
553,Covent Garden ,Work    ,1422,9,222,370,100,89,364,268
553,Covent Garden ,Shop    ,1000,1,51,115,38,28,359,408
553,Covent Garden ,Education     ,432,5,147,94,85,19,17,65
553,Covent Garden ,Tourist ,80,0,0,0,0,73,0,7
553,Covent Garden ,Hotel   ,1341,19,49,114,0,7,517,636
553,Covent Garden ,Other   ,2472,126,87,344,150,339,700,726
553,Covent Garden ,Unknown/Not Given   ,1928,1736,67,24,50,12,17,21
554,Croxley ,Home    ,254,25,201,26,0,0,0,2
554,Croxley ,Work    ,1032,14,636,309,40,19,11,4
554,Croxley ,Shop    ,25,1,0,18,0,5,2,0
554,Croxley ,Education     ,78,0,20,58,0,0,0,0
554,Croxley ,Tourist ,6,0,0,0,6,0,0,0
554,Croxley ,Hotel   ,13,0,0,0,0,0,13,0
554,Croxley ,Other   ,199,0,14,16,11,7,137,13
554,Croxley ,Unknown/Not Given   ,372,278,94,1,0,0,0,0
555,Dagenham East ,Home    ,776,12,749,14,0,0,0,0
555,Dagenham East ,Work    ,1689,18,1385,158,52,36,39,0
555,Dagenham East ,Shop    ,141,7,0,132,3,0,0,0
555,Dagenham East ,Education     ,270,0,140,121,9,0,0,0
555,Dagenham East ,Tourist ,52,0,0,0,0,0,52,0
555,Dagenham East ,Other   ,536,21,5,348,81,0,53,26
555,Dagenham East ,Unknown/Not Given   ,1541,1454,81,6,0,0,0,0
556,Dagenham Heathway   ,Home    ,1310,31,803,229,127,57,16,47
556,Dagenham Heathway   ,Work    ,3525,15,3073,225,12,27,27,146
556,Dagenham Heathway   ,Shop    ,300,0,0,282,18,0,0,0
556,Dagenham Heathway   ,Education     ,367,0,182,145,0,0,40,0
556,Dagenham Heathway   ,Tourist ,107,0,0,7,0,54,0,46
556,Dagenham Heathway   ,Other   ,978,0,19,194,75,186,84,420
556,Dagenham Heathway   ,Unknown/Not Given   ,3332,3310,0,22,0,0,0,0
557,Debden  ,Home    ,838,0,438,400,0,0,0,0
557,Debden  ,Work    ,1477,2,960,453,0,0,57,5
557,Debden  ,Shop    ,86,6,43,29,0,8,0,0
557,Debden  ,Education     ,162,87,70,4,0,0,0,0
557,Debden  ,Tourist ,54,0,0,0,0,0,0,54
557,Debden  ,Other   ,684,9,11,104,268,0,113,180
557,Debden  ,Unknown/Not Given   ,1047,1011,0,0,0,0,0,36
558,Dollis Hill   ,Home    ,996,8,456,314,98,14,84,22
558,Dollis Hill   ,Work    ,3267,51,2485,513,105,15,65,33
558,Dollis Hill   ,Shop    ,87,0,41,7,22,0,0,17
558,Dollis Hill   ,Education     ,411,0,132,194,51,0,0,34
558,Dollis Hill   ,Tourist ,52,0,0,0,0,0,0,52
558,Dollis Hill   ,Other   ,1011,181,184,225,130,164,77,49
558,Dollis Hill   ,Unknown/Not Given   ,1088,1066,21,0,0,0,2,0
560,Ealing Broadway     ,Home    ,5062,70,2401,1425,270,138,461,297
560,Ealing Broadway     ,Work    ,12873,186,7664,3263,267,266,458,769
560,Ealing Broadway     ,Shop    ,1204,52,35,308,192,195,299,124
560,Ealing Broadway     ,Education     ,1436,120,638,589,19,4,46,20
560,Ealing Broadway     ,Tourist ,309,1,48,84,3,40,47,86
560,Ealing Broadway     ,Hotel   ,404,33,0,130,31,64,90,55
560,Ealing Broadway     ,Other   ,4850,144,327,732,287,578,1934,848
560,Ealing Broadway     ,Unknown/Not Given   ,4363,3688,225,110,106,12,2,221
561,Ealing Common ,Home    ,1293,8,593,300,54,29,169,140
561,Ealing Common ,Work    ,2203,50,1443,387,102,48,79,94
561,Ealing Common ,Shop    ,113,0,0,24,56,3,9,21
561,Ealing Common ,Education     ,217,0,172,42,1,2,0,0
561,Ealing Common ,Tourist ,52,5,0,0,0,0,0,47
561,Ealing Common ,Hotel   ,0,0,0,0,0,0,0,0
561,Ealing Common ,Other   ,779,72,53,204,96,57,87,210
561,Ealing Common ,Unknown/Not Given   ,406,391,3,13,0,0,0,0
562,Earl's Court  ,Home    ,9879,54,5119,1782,232,361,1054,1277
562,Earl's Court  ,Work    ,9289,160,5891,1854,244,153,257,730
562,Earl's Court  ,Shop    ,1052,160,15,123,172,127,235,219
562,Earl's Court  ,Education     ,1231,7,599,616,1,7,0,0
562,Earl's Court  ,Tourist ,1014,136,29,206,7,0,209,427
562,Earl's Court  ,Hotel   ,924,7,200,39,122,81,389,86
562,Earl's Court  ,Other   ,4598,90,355,1000,411,422,899,1422
562,Earl's Court  ,Unknown/Not Given   ,2508,1719,297,269,2,0,8,212
563,East Acton    ,Home    ,1367,4,728,310,10,33,154,128
563,East Acton    ,Work    ,2310,26,1651,365,47,42,102,77
563,East Acton    ,Shop    ,449,1,40,209,73,8,10,108
563,East Acton    ,Education     ,383,0,256,68,0,47,0,13
563,East Acton    ,Tourist ,62,0,0,5,8,0,50,0
563,East Acton    ,Hotel   ,91,0,0,0,91,0,0,0
563,East Acton    ,Other   ,813,23,154,245,141,78,102,70
563,East Acton    ,Unknown/Not Given   ,1049,801,135,15,77,0,0,21
565,East Finchley ,Home    ,1556,35,564,263,314,103,240,38
565,East Finchley ,Work    ,6553,84,3948,2011,108,16,305,80
565,East Finchley ,Shop    ,388,20,0,86,67,7,208,0
565,East Finchley ,Education     ,470,0,139,319,1,10,0,1
565,East Finchley ,Tourist ,146,0,0,0,0,58,83,4
565,East Finchley ,Other   ,1720,0,75,522,120,260,408,335
565,East Finchley ,Unknown/Not Given   ,1453,1415,34,5,0,0,0,0
566,East Ham,Home    ,2474,20,1053,1004,9,296,2,90
566,East Ham,Work    ,7809,219,6227,1241,1,33,43,45
566,East Ham,Shop    ,504,24,55,87,180,39,118,0
566,East Ham,Education     ,1454,56,471,620,307,0,0,0
566,East Ham,Hotel   ,41,0,0,0,0,41,0,0
566,East Ham,Other   ,2748,40,339,979,284,334,369,403
566,East Ham,Unknown/Not Given   ,8304,7808,192,219,53,0,0,32
567,East Putney   ,Home    ,2190,3,1154,625,101,6,296,5
567,East Putney   ,Work    ,5163,59,3362,1229,166,72,147,129
567,East Putney   ,Shop    ,154,1,0,2,14,51,48,39
567,East Putney   ,Education     ,606,0,366,228,0,0,5,7
567,East Putney   ,Tourist ,5,0,0,0,0,0,0,5
567,East Putney   ,Hotel   ,65,0,0,0,0,0,0,65
567,East Putney   ,Other   ,1482,38,183,531,74,124,322,210
567,East Putney   ,Unknown/Not Given   ,809,721,72,0,0,12,3,0
564,Eastcote,Home    ,448,0,171,159,11,65,18,24
564,Eastcote,Work    ,2258,0,1271,792,19,43,83,49
564,Eastcote,Shop    ,393,0,0,158,147,32,54,2
564,Eastcote,Education     ,58,0,3,35,0,0,21,0
564,Eastcote,Tourist ,18,0,0,0,0,0,12,6
564,Eastcote,Hotel   ,90,0,0,1,0,32,13,45
564,Eastcote,Other   ,827,4,34,293,64,176,223,34
564,Eastcote,Unknown/Not Given   ,727,630,54,39,0,0,1,3
568,Edgware ,Home    ,966,32,504,208,37,0,62,123
568,Edgware ,Work    ,2921,66,1951,735,19,20,61,68
568,Edgware ,Shop    ,184,64,1,26,2,0,33,59
568,Edgware ,Education     ,643,2,346,224,13,26,28,4
568,Edgware ,Tourist ,44,0,0,0,0,1,14,29
568,Edgware ,Hotel   ,1,0,0,0,0,0,0,1
568,Edgware ,Other   ,2050,323,148,243,324,295,360,357
568,Edgware ,Unknown/Not Given   ,1571,1516,34,20,0,0,2,0
774,Edgware Road (Bak)  ,Home    ,3439,0,1529,1231,135,189,161,194
774,Edgware Road (Bak)  ,Work    ,1541,7,661,299,130,45,237,161
774,Edgware Road (Bak)  ,Shop    ,220,0,23,8,3,9,129,48
774,Edgware Road (Bak)  ,Education     ,309,0,182,99,0,2,22,4
774,Edgware Road (Bak)  ,Tourist ,112,0,0,0,0,0,18,94
774,Edgware Road (Bak)  ,Hotel   ,51,0,0,17,0,0,0,35
774,Edgware Road (Bak)  ,Other   ,1180,0,89,407,98,131,296,159
774,Edgware Road (Bak)  ,Unknown/Not Given   ,1157,1017,137,3,0,0,0,0
569,Edgware Road (Cir)  ,Home    ,5045,2,3023,1023,233,84,384,296
569,Edgware Road (Cir)  ,Work    ,2833,11,1051,643,185,70,472,399
569,Edgware Road (Cir)  ,Shop    ,126,0,14,7,0,34,44,27
569,Edgware Road (Cir)  ,Education     ,564,17,284,116,58,88,0,1
569,Edgware Road (Cir)  ,Tourist ,158,0,0,0,4,0,12,142
569,Edgware Road (Cir)  ,Hotel   ,147,0,0,40,0,0,0,107
569,Edgware Road (Cir)  ,Other   ,1457,0,43,409,91,49,273,592
569,Edgware Road (Cir)  ,Unknown/Not Given   ,1312,1046,226,1,2,0,15,21
570,Elephant & Castle   ,Home    ,11030,172,4240,4747,372,221,479,798
570,Elephant & Castle   ,Work    ,9090,143,5011,2002,395,393,616,531
570,Elephant & Castle   ,Shop    ,765,0,6,213,153,161,118,115
570,Elephant & Castle   ,Education     ,2415,18,916,1298,33,22,112,16
570,Elephant & Castle   ,Tourist ,172,0,0,2,98,0,0,73
570,Elephant & Castle   ,Hotel   ,40,0,0,0,39,0,0,1
570,Elephant & Castle   ,Other   ,4697,130,490,1114,420,354,967,1222
570,Elephant & Castle   ,Unknown/Not Given   ,3620,3033,228,130,87,8,0,133
571,Elm Park,Home    ,264,20,80,126,16,2,19,1
571,Elm Park,Work    ,2646,54,1868,606,11,15,41,51
571,Elm Park,Shop    ,137,16,0,89,1,4,8,19
571,Elm Park,Education     ,174,0,127,25,22,0,0,0
571,Elm Park,Tourist ,59,0,0,20,38,0,0,0
571,Elm Park,Other   ,732,63,54,243,42,78,118,134
571,Elm Park,Unknown/Not Given   ,1216,1216,0,0,0,0,0,0
542,Embankment    ,Home    ,16325,110,6073,3160,1379,1148,3179,1277
542,Embankment    ,Work    ,6878,16,2966,1456,497,409,983,550
542,Embankment    ,Shop    ,410,1,0,23,25,6,298,57
542,Embankment    ,Education     ,346,38,57,46,8,0,177,20
542,Embankment    ,Tourist ,506,73,0,0,16,30,109,279
542,Embankment    ,Hotel   ,694,0,44,41,0,0,124,485
542,Embankment    ,Other   ,4091,34,286,387,246,371,1210,1556
542,Embankment    ,Unknown/Not Given   ,4453,3616,471,110,68,45,16,126
572,Epping  ,Home    ,604,50,253,119,16,54,4,107
572,Epping  ,Work    ,2641,13,1708,809,13,16,45,37
572,Epping  ,Shop    ,135,3,2,23,0,71,34,1
572,Epping  ,Education     ,18,0,7,8,2,0,0,0
572,Epping  ,Tourist ,80,0,0,5,31,8,34,2
572,Epping  ,Hotel   ,1,0,1,0,0,0,0,0
572,Epping  ,Other   ,769,8,11,135,242,70,186,116
572,Epping  ,Unknown/Not Given   ,1328,1274,3,22,0,19,8,1
574,Euston  ,Home    ,23736,219,8895,5733,1181,1220,4012,2475
574,Euston  ,Work    ,18307,204,7024,5005,1231,1041,2529,1272
574,Euston  ,Shop    ,2135,78,2,276,131,35,884,730
574,Euston  ,Education     ,1991,0,889,948,51,4,35,65
574,Euston  ,Tourist ,1066,22,0,0,0,170,292,581
574,Euston  ,Hotel   ,1538,0,40,182,8,8,533,766
574,Euston  ,Other   ,11181,116,429,1006,1322,704,4310,3294
574,Euston  ,Unknown/Not Given   ,3842,2857,572,81,213,1,51,67
575,Euston Square ,Home    ,12444,27,7112,3717,288,343,582,374
575,Euston Square ,Work    ,6065,29,2475,1898,531,346,424,362
575,Euston Square ,Shop    ,342,0,0,0,217,2,23,100
575,Euston Square ,Education     ,594,0,165,322,8,0,0,100
575,Euston Square ,Tourist ,343,0,0,0,0,0,28,315
575,Euston Square ,Hotel   ,273,0,35,0,150,0,83,5
575,Euston Square ,Other   ,2691,25,115,317,359,303,1213,358
575,Euston Square ,Unknown/Not Given   ,1641,1378,200,13,48,1,2,0
576,Fairlop ,Home    ,316,0,143,132,0,2,39,0
576,Fairlop ,Work    ,1114,21,611,389,6,13,74,1
576,Fairlop ,Shop    ,34,3,0,24,3,1,3,0
576,Fairlop ,Education     ,26,0,21,5,0,0,0,0
576,Fairlop ,Tourist ,1,0,0,1,0,0,0,0
576,Fairlop ,Hotel   ,64,0,0,1,0,0,0,63
576,Fairlop ,Other   ,94,1,0,11,1,58,8,15
576,Fairlop ,Unknown/Not Given   ,370,368,1,0,0,0,0,0
577,Farringdon    ,Home    ,16851,105,9136,4419,438,516,1084,1153
577,Farringdon    ,Work    ,8002,52,4038,1837,329,519,623,603
577,Farringdon    ,Shop    ,416,13,0,43,129,17,55,159
577,Farringdon    ,Education     ,365,0,56,296,13,0,0,0
577,Farringdon    ,Tourist ,83,0,0,0,0,0,0,83
577,Farringdon    ,Hotel   ,170,0,0,0,0,0,146,24
577,Farringdon    ,Other   ,2974,17,555,250,161,410,546,1034
577,Farringdon    ,Unknown/Not Given   ,5616,5332,227,29,0,15,0,13
578,Finchley Central    ,Home    ,2279,0,1022,532,284,82,179,181
578,Finchley Central    ,Work    ,5235,9,3619,1072,176,17,200,143
578,Finchley Central    ,Shop    ,312,0,0,97,21,122,72,0
578,Finchley Central    ,Education     ,811,0,468,243,0,92,8,0
578,Finchley Central    ,Tourist ,24,0,0,12,0,0,0,12
578,Finchley Central    ,Other   ,1343,19,0,403,21,111,641,148
578,Finchley Central    ,Unknown/Not Given   ,1492,1436,0,56,0,0,0,0
579,Finchley Road ,Home    ,6034,93,2914,1636,379,264,401,349
579,Finchley Road ,Work    ,5701,136,3661,1326,76,126,165,212
579,Finchley Road ,Shop    ,516,23,107,101,77,39,154,15
579,Finchley Road ,Education     ,816,0,513,253,0,0,43,8
579,Finchley Road ,Tourist ,131,0,0,0,0,49,0,82
579,Finchley Road ,Hotel   ,63,0,1,4,0,0,25,33
579,Finchley Road ,Other   ,1757,103,65,383,71,232,584,318
579,Finchley Road ,Unknown/Not Given   ,1126,909,126,71,13,2,6,0
580,Finsbury Park ,Home    ,4994,115,2223,1386,137,221,395,516
580,Finsbury Park ,Work    ,21607,56,13504,5296,662,423,987,678
580,Finsbury Park ,Shop    ,762,3,10,227,229,87,125,81
580,Finsbury Park ,Education     ,2432,69,1049,1147,10,11,127,18
580,Finsbury Park ,Tourist ,226,0,193,0,1,0,24,8
580,Finsbury Park ,Hotel   ,42,0,0,0,0,0,41,1
580,Finsbury Park ,Other   ,5657,211,114,1176,962,558,1575,1060
580,Finsbury Park ,Unknown/Not Given   ,9045,8417,166,263,183,15,1,0
581,Fulham Broadway     ,Home    ,5974,201,3773,1070,355,36,317,223
581,Fulham Broadway     ,Work    ,5348,74,3697,923,200,18,194,242
581,Fulham Broadway     ,Shop    ,512,0,15,74,49,2,274,99
581,Fulham Broadway     ,Education     ,485,0,198,8,0,0,0,279
581,Fulham Broadway     ,Tourist ,105,0,0,0,0,0,0,105
581,Fulham Broadway     ,Hotel   ,8,0,0,0,0,0,0,8
581,Fulham Broadway     ,Other   ,1869,13,236,573,280,167,383,218
581,Fulham Broadway     ,Unknown/Not Given   ,1987,1810,177,0,0,0,0,0
582,Gants Hill    ,Home    ,1370,90,519,451,22,107,64,117
582,Gants Hill    ,Work    ,5381,41,4125,927,11,51,120,105
582,Gants Hill    ,Shop    ,327,0,5,39,60,52,118,53
582,Gants Hill    ,Education     ,558,6,228,311,0,14,0,0
582,Gants Hill    ,Tourist ,72,0,0,0,0,0,0,72
582,Gants Hill    ,Hotel   ,10,0,0,0,5,0,0,5
582,Gants Hill    ,Other   ,1773,8,85,589,242,236,347,267
582,Gants Hill    ,Unknown/Not Given   ,1830,1708,99,21,0,3,0,0
583,Gloucester Road     ,Home    ,5809,40,2659,1469,147,103,904,487
583,Gloucester Road     ,Work    ,4714,6,2205,1233,174,139,564,393
583,Gloucester Road     ,Shop    ,1241,11,12,46,162,38,368,604
583,Gloucester Road     ,Education     ,864,8,177,425,39,0,59,155
583,Gloucester Road     ,Tourist ,1002,0,0,76,0,0,22,904
583,Gloucester Road     ,Hotel   ,133,0,23,0,0,0,63,47
583,Gloucester Road     ,Other   ,3517,47,316,398,629,292,875,960
583,Gloucester Road     ,Unknown/Not Given   ,4509,4144,106,104,65,0,0,91
584,Golders Green ,Home    ,2625,0,1248,886,132,21,190,148
584,Golders Green ,Work    ,5672,19,3241,1852,84,164,112,201
584,Golders Green ,Shop    ,295,1,1,23,44,0,97,127
584,Golders Green ,Education     ,979,29,287,608,8,0,32,15
584,Golders Green ,Tourist ,374,2,0,51,1,17,202,100
584,Golders Green ,Hotel   ,218,68,0,94,47,0,9,0
584,Golders Green ,Other   ,2534,2,45,620,315,269,807,476
584,Golders Green ,Unknown/Not Given   ,805,706,31,1,3,0,64,0
585,Goldhawk Road ,Home    ,721,0,336,212,5,0,102,65
585,Goldhawk Road ,Work    ,1658,11,827,532,66,29,53,139
585,Goldhawk Road ,Shop    ,89,1,2,8,1,9,0,69
585,Goldhawk Road ,Education     ,258,0,132,118,0,1,0,6
585,Goldhawk Road ,Tourist ,11,7,0,0,0,0,0,3
585,Goldhawk Road ,Hotel   ,3,0,0,0,0,0,0,3
585,Goldhawk Road ,Other   ,487,0,35,130,46,50,153,73
585,Goldhawk Road ,Unknown/Not Given   ,257,252,6,0,0,0,0,0
586,Goodge Street ,Home    ,8378,25,3359,2877,266,380,947,524
586,Goodge Street ,Work    ,1025,0,164,370,76,12,187,215
586,Goodge Street ,Shop    ,169,28,13,0,49,18,59,2
586,Goodge Street ,Education     ,281,0,74,188,0,19,0,0
586,Goodge Street ,Tourist ,110,0,0,0,0,0,6,105
586,Goodge Street ,Hotel   ,449,0,0,201,24,36,166,23
586,Goodge Street ,Other   ,1248,0,9,386,12,8,488,344
586,Goodge Street ,Unknown/Not Given   ,1679,1464,5,59,85,0,65,0
587,Grange Hill   ,Home    ,22,0,14,0,7,0,0,1
587,Grange Hill   ,Work    ,636,32,443,69,41,51,0,0
587,Grange Hill   ,Shop    ,8,0,0,8,0,0,0,0
587,Grange Hill   ,Education     ,161,0,147,8,0,0,0,7
587,Grange Hill   ,Other   ,84,0,11,1,0,20,12,39
587,Grange Hill   ,Unknown/Not Given   ,300,300,0,0,0,0,0,0
588,Great Portland Stree,Home    ,8699,167,4981,1838,197,241,716,559
588,Great Portland Stree,Work    ,2569,48,805,494,171,50,487,513
588,Great Portland Stree,Shop    ,312,0,26,58,11,32,105,81
588,Great Portland Stree,Education     ,716,0,413,110,40,0,0,154
588,Great Portland Stree,Tourist ,63,6,0,0,0,0,0,58
588,Great Portland Stree,Hotel   ,33,0,0,0,0,0,17,16
588,Great Portland Stree,Other   ,2203,32,237,563,129,91,359,791
588,Great Portland Stree,Unknown/Not Given   ,1003,790,128,52,3,2,18,9
590,Green Park    ,Home    ,34522,284,17485,6273,2452,1719,3668,2641
590,Green Park    ,Work    ,5952,78,1529,1041,604,625,1229,845
590,Green Park    ,Shop    ,1525,0,146,167,82,175,508,446
590,Green Park    ,Education     ,648,0,293,213,6,10,50,77
590,Green Park    ,Tourist ,408,0,0,3,0,0,199,206
590,Green Park    ,Hotel   ,2400,91,114,232,130,272,537,1023
590,Green Park    ,Other   ,6883,134,873,1123,695,502,2002,1554
590,Green Park    ,Unknown/Not Given   ,7541,6507,253,137,135,39,356,115
589,Greenford     ,Home    ,991,0,677,160,25,34,54,40
589,Greenford     ,Work    ,3228,99,2334,512,31,22,143,87
589,Greenford     ,Shop    ,185,3,0,3,38,43,97,1
589,Greenford     ,Education     ,452,22,131,197,15,2,0,86
589,Greenford     ,Other   ,1024,8,52,29,97,311,427,99
589,Greenford     ,Unknown/Not Given   ,1839,1670,118,2,0,0,0,50
591,Gunnersbury   ,Home    ,3252,0,2363,710,22,31,82,44
591,Gunnersbury   ,Work    ,1852,0,972,665,68,23,89,35
591,Gunnersbury   ,Shop    ,174,0,0,3,50,0,88,33
591,Gunnersbury   ,Education     ,162,0,52,61,0,0,0,49
591,Gunnersbury   ,Tourist ,109,0,0,0,0,19,16,74
591,Gunnersbury   ,Hotel   ,422,0,0,181,15,0,197,29
591,Gunnersbury   ,Other   ,821,0,21,150,206,34,248,162
591,Gunnersbury   ,Unknown/Not Given   ,774,743,27,3,0,0,0,1
592,Hainault,Home    ,411,8,267,91,0,0,0,45
592,Hainault,Work    ,3003,46,2092,624,183,10,15,33
592,Hainault,Shop    ,13,2,0,0,0,11,0,0
592,Hainault,Education     ,412,231,106,75,0,0,0,0
592,Hainault,Other   ,400,59,90,104,35,61,21,30
592,Hainault,Unknown/Not Given   ,1941,1907,1,0,0,32,0,0
593,Hammersmith (Dis)   ,Home    ,21157,196,11718,4625,626,534,2238,1220
593,Hammersmith (Dis)   ,Work    ,9220,93,4705,2311,368,246,660,838
593,Hammersmith (Dis)   ,Shop    ,1197,56,69,104,99,191,380,299
593,Hammersmith (Dis)   ,Education     ,1546,7,662,782,32,16,4,44
593,Hammersmith (Dis)   ,Tourist ,272,29,0,3,0,3,122,115
593,Hammersmith (Dis)   ,Hotel   ,852,20,16,202,10,21,134,450
593,Hammersmith (Dis)   ,Other   ,6614,270,614,1205,699,615,2052,1159
593,Hammersmith (Dis)   ,Unknown/Not Given   ,2492,1688,268,206,113,39,99,78
773,Hammersmith (H&C)   ,Home    ,5377,25,2261,1713,338,185,347,509
773,Hammersmith (H&C)   ,Work    ,4791,64,2545,1197,173,96,308,408
773,Hammersmith (H&C)   ,Shop    ,492,0,0,52,122,221,85,12
773,Hammersmith (H&C)   ,Education     ,584,24,135,98,5,0,47,274
773,Hammersmith (H&C)   ,Hotel   ,68,0,0,62,0,0,0,6
773,Hammersmith (H&C)   ,Other   ,1654,6,76,479,125,236,391,342
773,Hammersmith (H&C)   ,Unknown/Not Given   ,653,507,91,13,0,0,0,42
594,Hampstead     ,Home    ,2077,59,940,564,117,109,249,38
594,Hampstead     ,Work    ,2146,0,1305,424,62,25,199,130
594,Hampstead     ,Shop    ,148,0,20,27,11,32,38,20
594,Hampstead     ,Education     ,174,0,92,75,0,0,0,7
594,Hampstead     ,Tourist ,81,0,0,0,0,0,13,68
594,Hampstead     ,Hotel   ,23,0,0,0,0,0,0,23
594,Hampstead     ,Other   ,1733,4,0,558,123,287,435,327
594,Hampstead     ,Unknown/Not Given   ,522,452,0,36,8,23,4,0
595,Hanger Lane   ,Home    ,1920,17,1063,501,74,6,213,47
595,Hanger Lane   ,Work    ,2230,2,1470,513,49,14,60,122
595,Hanger Lane   ,Shop    ,126,0,0,33,0,16,39,38
595,Hanger Lane   ,Education     ,359,26,166,127,0,40,0,0
595,Hanger Lane   ,Tourist ,98,0,0,0,34,23,3,38
595,Hanger Lane   ,Hotel   ,33,0,0,0,0,0,21,11
595,Hanger Lane   ,Other   ,631,43,13,128,141,107,78,121
595,Hanger Lane   ,Unknown/Not Given   ,948,929,6,5,0,0,7,1
596,Harlesden     ,Home    ,1296,88,617,408,125,0,24,34
596,Harlesden     ,Work    ,1193,11,932,149,0,4,17,80
596,Harlesden     ,Shop    ,110,0,0,0,0,0,110,0
596,Harlesden     ,Education     ,238,0,97,88,53,0,0,0
596,Harlesden     ,Hotel   ,20,0,0,0,0,0,0,20
596,Harlesden     ,Other   ,725,16,232,72,220,41,136,7
596,Harlesden     ,Unknown/Not Given   ,517,367,54,16,0,28,0,52
597,Harrow & Wealdstone ,Home    ,1114,0,649,367,4,67,12,14
597,Harrow & Wealdstone ,Work    ,2058,77,1342,388,154,28,61,7
597,Harrow & Wealdstone ,Shop    ,10,0,0,8,0,0,3,0
597,Harrow & Wealdstone ,Education     ,507,48,186,265,0,0,0,7
597,Harrow & Wealdstone ,Tourist ,23,1,0,0,0,0,0,22
597,Harrow & Wealdstone ,Hotel   ,2,0,0,0,0,0,0,2
597,Harrow & Wealdstone ,Other   ,493,5,81,91,56,54,84,122
597,Harrow & Wealdstone ,Unknown/Not Given   ,1251,1157,40,0,0,0,54,0
598,Harrow-on-the-Hill  ,Home    ,4545,78,2099,1571,60,346,276,114
598,Harrow-on-the-Hill  ,Work    ,5800,149,3833,1424,168,25,81,122
598,Harrow-on-the-Hill  ,Shop    ,529,0,34,131,200,112,42,9
598,Harrow-on-the-Hill  ,Education     ,754,8,384,341,0,3,7,11
598,Harrow-on-the-Hill  ,Tourist ,116,0,0,0,0,0,116,0
598,Harrow-on-the-Hill  ,Hotel   ,349,0,0,73,39,16,23,197
598,Harrow-on-the-Hill  ,Other   ,1406,18,99,271,190,130,565,133
598,Harrow-on-the-Hill  ,Unknown/Not Given   ,2421,2083,47,137,15,17,97,25
779,Hatton Cross  ,Home    ,1598,66,1308,158,0,0,34,32
779,Hatton Cross  ,Work    ,1538,40,780,310,34,107,100,166
779,Hatton Cross  ,Shop    ,158,0,20,0,65,0,13,60
779,Hatton Cross  ,Education     ,100,0,62,17,0,6,5,11
779,Hatton Cross  ,Tourist ,154,0,0,23,0,3,33,96
779,Hatton Cross  ,Hotel   ,36,12,4,1,0,0,14,5
779,Hatton Cross  ,Other   ,816,107,130,21,90,238,78,152
779,Hatton Cross  ,Unknown/Not Given   ,666,607,43,4,0,0,1,11
781,Heathrow Terminal 4 ,Home    ,1616,116,246,276,44,60,678,195
781,Heathrow Terminal 4 ,Work    ,322,0,70,59,9,20,139,26
781,Heathrow Terminal 4 ,Shop    ,37,0,0,0,0,0,37,0
781,Heathrow Terminal 4 ,Education     ,32,0,0,0,0,0,32,0
781,Heathrow Terminal 4 ,Tourist ,85,0,0,0,0,0,0,85
781,Heathrow Terminal 4 ,Hotel   ,334,0,0,0,0,83,180,71
781,Heathrow Terminal 4 ,Other   ,390,0,14,0,0,57,242,78
781,Heathrow Terminal 4 ,Unknown/Not Given   ,392,339,0,34,0,0,19,0
783,Heathrow Terminal 5 ,Home    ,3655,16,751,234,214,142,1230,1069
783,Heathrow Terminal 5 ,Work    ,688,0,131,37,124,8,159,229
783,Heathrow Terminal 5 ,Shop    ,86,0,0,0,0,0,66,20
783,Heathrow Terminal 5 ,Education     ,156,0,72,60,0,0,24,0
783,Heathrow Terminal 5 ,Tourist ,27,0,0,0,0,0,0,27
783,Heathrow Terminal 5 ,Hotel   ,157,0,0,0,0,0,61,96
783,Heathrow Terminal 5 ,Other   ,413,0,44,0,76,64,189,40
783,Heathrow Terminal 5 ,Unknown/Not Given   ,1298,1172,84,0,0,0,42,0
780,Heathrow Terminals 1,Home    ,5816,87,1291,938,227,445,2447,382
780,Heathrow Terminals 1,Work    ,1152,46,190,151,183,22,421,139
780,Heathrow Terminals 1,Shop    ,152,29,0,41,0,0,70,11
780,Heathrow Terminals 1,Education     ,145,0,2,114,0,0,29,0
780,Heathrow Terminals 1,Tourist ,148,0,6,0,0,0,56,86
780,Heathrow Terminals 1,Hotel   ,1185,0,0,0,61,7,506,611
780,Heathrow Terminals 1,Other   ,1078,27,0,66,71,175,464,275
780,Heathrow Terminals 1,Unknown/Not Given   ,1371,1211,76,0,53,13,0,18
601,Hendon Central,Home    ,3558,79,1412,1643,47,14,226,138
601,Hendon Central,Work    ,4861,26,3407,792,195,29,228,184
601,Hendon Central,Shop    ,247,28,2,58,11,11,138,0
601,Hendon Central,Education     ,1921,0,879,846,22,64,25,86
601,Hendon Central,Tourist ,4,0,0,0,0,0,4,0
601,Hendon Central,Hotel   ,31,0,0,0,0,0,31,0
601,Hendon Central,Other   ,1413,21,25,388,80,163,157,579
601,Hendon Central,Unknown/Not Given   ,1755,1375,60,306,0,15,0,0
602,High Barnet   ,Home    ,973,36,432,239,52,0,125,88
602,High Barnet   ,Work    ,2885,30,1910,509,64,63,127,182
602,High Barnet   ,Shop    ,79,0,1,3,52,4,6,12
602,High Barnet   ,Education     ,211,0,86,108,0,0,0,17
602,High Barnet   ,Tourist ,25,2,0,0,0,0,0,23
602,High Barnet   ,Other   ,1222,14,138,136,212,161,287,274
