 Purpose,Total,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200
zone 5,Education : Shop                        ,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,2,3,0,1,2,0,3,0,0,99,0,0,0,0,3,10,21,40,22,8,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Education : Education                   ,975,0,0,0,0,0,0,0,0,0,0,2,14,13,15,1,34,40,53,8,0,5,10,17,5,31,0,0,5,0,9,49,41,26,15,10,0,10,23,1,36,7,2,23,16,18,14,103,20,0,0,79,128,9,60,15,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Education : Hotel                       ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Education : Other                       ,902,0,0,0,0,0,0,0,25,12,0,16,0,0,0,41,8,2,4,0,0,0,0,0,0,0,0,0,7,2,6,5,18,37,50,4,0,13,62,42,95,20,7,57,34,3,2,2,102,14,74,3,7,8,12,6,5,2,5,5,0,0,66,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Education : Unknown/Not Given           ,47,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Tourist : Home                          ,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,13,0,0,0,0,0,0,75,92,66,13,22,56,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Tourist : Tourist                       ,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,28,8,7,6,45,89,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Tourist : Hotel                         ,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Tourist : Other                         ,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Tourist : Unknown/Not Given             ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Hotel : Home                            ,805,0,0,0,0,0,0,0,0,0,0,0,76,86,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,22,0,0,2,1,4,39,65,36,5,3,0,37,0,22,0,7,8,30,2,11,0,4,34,58,8,22,17,67,40,29,8,5,0,1,5,0,1,6,7,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0
zone 5,Hotel : Work                            ,662,0,0,0,0,0,0,0,0,5,14,0,20,31,13,16,18,1,123,33,22,0,0,0,0,0,0,0,86,2,0,12,77,108,2,0,0,9,22,0,0,0,0,0,0,0,0,0,16,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Hotel : Shop                            ,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,34,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Hotel : Education                       ,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Hotel : Tourist                         ,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,98,87,0,4,0,0,0,3,6,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Hotel : Hotel                           ,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,14,4,0,1,10,18,0,0,1,4,2,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Hotel : Other                           ,351,0,0,0,0,0,0,0,0,0,11,14,2,0,0,0,35,15,13,7,5,13,0,0,29,37,21,9,0,14,0,1,3,0,0,0,0,0,0,51,0,0,0,9,45,0,0,0,9,0,0,0,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Other : Home                            ,12853,0,0,0,0,0,0,7,25,93,146,110,107,88,153,184,133,215,145,99,79,134,180,180,143,227,281,136,237,127,179,90,151,121,152,69,54,90,127,197,145,189,327,200,283,495,485,420,488,299,306,265,256,358,192,272,239,137,270,187,439,234,206,298,202,192,228,153,184,48,28,49,35,92,167,15,9,0,0,0,0,0,0,0,0
zone 5,Other : Work                            ,2673,0,0,0,0,0,0,4,22,83,204,196,110,183,162,97,67,101,114,61,119,67,43,27,15,26,21,23,31,33,27,5,18,21,37,101,75,19,10,10,30,69,98,84,72,5,1,23,2,4,0,0,16,0,0,10,0,10,0,0,0,0,45,1,15,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Other : Shop                            ,448,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,5,8,6,0,1,17,3,3,28,27,14,9,19,100,13,5,10,15,2,24,4,4,5,35,1,2,3,4,1,9,32,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Other : Education                       ,242,0,0,0,0,0,0,0,0,0,22,3,0,2,0,0,0,4,1,0,34,0,21,8,9,0,0,0,0,24,42,9,8,6,6,12,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Other : Tourist                         ,419,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,2,5,0,0,8,15,8,2,0,26,0,79,24,10,0,0,0,3,0,0,0,0,5,0,8,16,13,0,1,2,0,0,0,6,18,59,29,33,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Other : Hotel                           ,1631,0,0,0,0,0,0,0,0,0,0,0,7,0,12,44,24,6,7,20,10,53,68,24,62,47,1,56,0,43,7,82,55,72,4,12,73,21,44,27,45,61,2,6,89,21,85,22,22,33,55,20,2,17,51,29,33,57,2,0,2,30,9,6,11,1,0,9,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Other : Other                           ,4076,0,0,0,0,0,0,0,0,7,6,4,125,70,9,53,18,18,21,66,51,80,64,114,96,83,74,58,123,21,43,59,42,58,74,103,18,118,94,78,90,97,72,127,183,114,122,49,82,183,166,101,56,34,56,37,29,82,128,50,90,28,28,32,25,49,26,11,77,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
zone 5,Other : Unknown/Not Given               ,170,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,31,0,0,19,16,14,0,0,16,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,0,0,12,7,7,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Home                ,939,0,0,0,0,0,0,0,0,0,0,27,18,0,0,0,1,1,6,0,1,0,0,5,1,11,24,75,8,5,27,10,3,27,8,45,5,6,12,2,3,1,15,61,13,30,15,15,63,0,56,67,40,20,6,0,5,0,0,8,10,10,10,24,33,33,18,14,19,9,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Work                ,476,0,0,3,0,0,0,1,2,25,57,17,21,80,6,39,16,2,0,11,5,4,1,2,8,27,1,0,1,0,0,0,0,0,0,0,0,0,0,6,17,32,0,0,0,10,0,0,0,0,16,5,0,3,0,1,0,0,1,4,5,26,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Shop                ,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,0,2,4,0,13,0,0,0,26,0,0,0,0,0,0,3,38,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Education           ,176,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,19,1,0,0,1,0,1,1,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Tourist             ,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Hotel               ,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Other               ,589,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,74,0,0,4,2,16,13,41,58,5,30,6,0,0,0,0,1,2,2,12,16,3,3,1,0,0,0,26,25,18,12,15,28,41,21,56,1,2,12,0,0,2,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Unknown/Not Given : Unknown/Not Given   ,40916,657,1133,1756,2657,3892,4924,5568,5505,848,360,223,309,194,88,84,112,68,161,183,158,473,164,127,49,119,124,145,138,169,95,70,47,67,65,134,171,289,84,108,142,202,112,357,250,301,179,73,131,190,267,276,198,290,240,485,420,180,129,157,198,138,207,132,215,178,146,313,357,391,524,428,380,293,238,211,134,176,91,43,23,2,0,0,0
System total,Home : Home                             ,18698,0,0,0,0,0,0,0,0,150,120,223,256,416,135,369,111,207,144,119,108,131,237,371,117,161,249,215,116,257,177,250,503,271,137,103,188,120,154,275,273,674,327,230,279,145,338,782,606,1040,648,648,790,1214,462,789,474,310,20,273,330,378,65,102,91,167,347,75,26,115,44,62,75,42,44,0,24,0,0,0,0,0,0,0,0
System total,Home : Work                             ,1199801,0,9,12,11,30,104,1176,4358,56201,73717,87956,105483,119579,124220,112346,93205,74372,56294,39082,27734,16129,13128,11005,9245,7241,7977,6749,6374,4964,6194,6014,5650,5944,6053,5262,5270,4580,4496,3984,4287,3209,4553,4016,3779,4086,3976,3174,3823,3597,3797,3537,3105,4371,3175,3180,3195,3103,2261,2679,1833,1750,1537,1027,1564,1043,1257,1488,1188,618,535,521,396,141,966,293,448,96,48,0,0,0,0,0,3
System total,Home : Shop                             ,64872,0,0,0,0,0,0,0,0,47,52,32,124,207,520,234,286,560,905,1269,1789,1578,2313,2678,2334,2663,2627,1820,2274,1452,2221,2055,1689,1535,2041,1875,1928,1524,2067,2519,1695,1734,1866,1475,1185,1475,1224,1608,1212,1195,848,539,536,509,1164,230,171,254,172,110,12,55,18,55,27,96,30,20,41,9,1,26,9,37,4,3,0,8,0,0,0,0,0,0,0
System total,Home : Education                        ,127557,0,0,0,0,2,8,21,88,1124,2052,3311,4234,5527,5737,5715,4091,4628,5376,4801,2944,4745,4944,3555,3535,3919,3002,3185,2500,3339,2986,2604,2926,3165,3014,2369,2186,2643,1349,1500,1489,1562,1119,1226,1385,752,1502,1912,896,996,1561,1156,866,665,320,306,237,450,551,168,195,57,134,157,33,51,26,38,96,254,13,54,25,7,8,44,94,18,10,0,0,0,0,0,0
System total,Home : Tourist                          ,18910,0,0,0,0,0,0,0,0,42,111,118,282,67,383,180,402,220,290,500,688,1215,1153,1408,1237,693,409,671,456,533,597,910,386,258,719,298,209,439,523,395,410,524,235,232,348,152,87,76,87,212,167,6,144,91,180,51,33,28,1,31,0,2,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Home : Hotel                            ,19714,0,0,0,0,0,0,0,0,339,99,32,263,99,74,79,306,270,361,148,193,553,505,482,344,470,326,775,508,701,552,279,303,477,197,502,411,615,152,445,374,646,362,348,485,463,311,493,341,635,605,278,234,689,275,380,430,228,197,51,47,76,62,122,27,290,160,29,38,41,10,106,6,0,12,0,5,0,0,0,0,0,0,0,0
System total,Home : Other                            ,353284,0,0,0,0,0,1,9,116,1533,2016,2524,2575,3270,3772,4385,5429,3980,6188,6417,6493,8262,8826,8030,9219,7535,8390,8759,7501,9202,7171,7440,7789,5831,6951,7845,5882,5773,5873,4619,5756,5384,5332,5229,5501,5748,4804,6459,7567,7720,8946,9923,9604,10990,11756,10723,9691,5283,4858,4305,3412,2572,2362,1608,1050,878,1108,1348,679,749,648,534,312,244,159,162,218,47,12,0,0,0,0,0,0
System total,Home : Unknown/Not Given                ,61341,0,0,13,0,0,0,34,75,1937,987,1528,982,1086,1644,1867,1991,1543,819,1260,815,1023,964,969,983,1197,1076,795,612,649,684,583,769,1772,313,768,1073,846,702,945,669,515,695,587,1082,1009,797,1045,1008,1629,1905,1980,1709,2331,1137,1895,1679,969,449,409,607,815,401,386,393,100,275,299,133,131,167,99,69,207,107,178,133,35,4,1,0,0,0,0,0
System total,Work : Home                             ,1024367,0,1,0,2,5,10,107,344,2220,1586,1956,2601,3006,2907,2800,2256,1970,1330,1519,1419,1148,898,1004,1186,957,1633,1512,2086,2863,2310,3259,3231,4027,4127,4343,3913,4718,5983,6648,6482,9064,12914,14087,18597,23162,28823,31978,39619,55698,64928,68345,70233,64463,56817,44548,36373,43479,36724,28652,25741,21878,18335,16041,14598,14534,12045,10320,9229,7696,7318,6569,5699,5464,4450,3788,3257,384,134,13,0,0,0,0,0
System total,Work : Work                             ,202056,0,0,0,0,0,0,13,72,1829,1026,1500,1757,2722,2892,2794,3410,3150,3644,4262,4192,3640,3566,4128,3507,4131,4347,4734,4955,5608,5947,5144,6148,5755,6433,5690,5845,6209,5945,5162,4781,5062,4158,5099,5239,4368,3688,3662,3910,4347,3278,3281,3695,2865,2433,1761,2180,971,809,599,560,534,516,454,360,329,463,382,320,493,243,214,192,201,41,108,241,38,12,13,0,0,0,0,0
System total,Work : Shop                             ,21480,0,0,0,0,0,0,0,0,51,0,41,0,17,0,13,1,23,17,44,3,14,21,201,42,97,76,49,336,555,951,1023,426,1102,1028,682,215,312,207,331,412,304,216,614,354,503,415,683,568,844,778,993,1357,1251,985,736,785,341,478,333,162,138,109,150,0,17,59,2,0,0,0,0,0,6,0,5,1,1,0,0,0,0,0,0,0
System total,Work : Education                        ,17754,0,0,0,0,0,0,0,0,11,0,151,64,38,28,118,100,139,42,36,20,12,40,66,80,32,9,156,64,68,186,209,304,337,214,122,113,506,563,714,568,467,567,418,551,522,539,885,1115,1257,1723,1193,1139,730,624,258,301,129,119,8,28,29,6,0,9,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
System total,Work : Tourist                          ,2745,0,0,0,0,0,0,0,0,0,4,0,0,11,0,1,0,0,31,71,1,84,3,293,57,9,2,21,51,70,22,143,118,45,307,0,65,14,7,146,0,41,0,21,79,9,2,25,21,0,265,301,269,45,18,47,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Work : Hotel                            ,26850,0,0,0,0,0,0,0,0,66,9,0,0,0,0,610,23,5,6,1,25,34,0,54,0,151,0,109,321,23,24,69,65,193,230,102,262,2,308,143,269,336,637,255,1064,848,749,1200,1809,1100,1867,2041,2195,948,2160,1579,1456,361,433,390,184,315,109,249,152,222,153,155,101,99,136,113,118,93,60,43,16,0,0,0,0,0,0,0,0
System total,Work : Other                            ,129319,0,0,0,0,0,0,2,4,278,155,77,172,176,37,104,238,202,646,205,251,244,335,354,268,335,497,677,762,1003,1601,1399,1473,1134,989,1302,1370,1074,1271,1200,1151,1390,1137,1522,2315,2555,3134,3768,5063,6250,8891,10149,9869,10135,10180,7370,6202,4580,3566,2757,2112,953,1200,555,331,553,266,550,142,199,66,144,37,138,17,110,129,0,0,0,0,0,0,0,0
System total,Work : Unknown/Not Given                ,9185,0,0,0,0,0,0,15,31,89,106,47,53,49,27,148,73,31,94,100,186,68,26,18,29,69,63,25,30,45,35,67,14,53,53,75,71,106,89,102,14,96,39,31,316,227,104,310,653,485,575,764,387,544,498,245,173,208,288,136,83,96,88,118,9,112,75,88,83,23,36,77,53,0,49,2,9,8,0,0,0,0,0,0,0
System total,Shop : Home                             ,62563,0,0,0,0,0,0,0,0,1,0,0,0,15,137,3,2,11,21,136,131,290,226,287,238,403,462,747,614,930,623,917,1147,984,1001,1152,687,1547,2009,1994,1783,1333,2023,2301,2430,2058,2798,1924,2432,2042,857,1647,1597,2447,2073,2442,2034,1252,1156,1098,1013,1041,1217,1296,792,447,293,466,549,167,282,365,35,5,82,37,23,0,8,0,0,0,0,0,0
System total,Shop : Work                             ,4922,0,0,0,0,0,0,0,0,0,0,21,16,56,20,15,37,28,9,37,46,4,104,75,104,64,59,76,42,159,62,206,136,133,457,453,698,279,193,138,141,52,35,40,47,147,55,179,150,21,36,73,64,13,0,38,63,1,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
System total,Shop : Shop                             ,13258,0,0,0,0,0,0,0,0,67,0,0,0,0,1,19,24,47,6,21,97,116,198,244,459,304,153,299,479,442,325,368,328,296,559,381,715,682,490,176,691,397,420,644,438,531,321,789,57,157,213,200,29,231,230,92,0,148,74,72,12,14,48,36,2,16,36,20,2,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Shop : Education                        ,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,13,4,0,87,6,14,111,40,0,50,38,196,70,22,88,207,74,14,15,16,119,30,199,38,14,6,283,0,54,17,15,16,17,222,98,0,105,78,11,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Shop : Tourist                          ,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,6,0,13,161,0,86,0,27,1,23,127,40,18,91,98,45,39,108,0,20,0,63,0,0,0,0,83,54,0,32,9,16,0,79,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Shop : Hotel                            ,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,0,0,49,12,29,6,0,0,7,34,16,10,204,226,96,79,167,3,44,150,0,139,171,176,135,179,83,62,414,97,257,54,249,77,77,125,20,270,87,79,69,7,50,155,8,379,184,36,174,43,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
System total,Shop : Other                            ,12265,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,1,1,10,7,137,96,144,72,196,50,362,308,411,413,243,295,116,301,290,288,401,478,438,713,572,265,286,519,147,258,597,419,481,194,392,350,689,303,192,201,148,90,35,82,15,7,72,36,2,3,0,13,11,23,21,1,33,0,0,0,0,0,0,0,0,0,0
System total,Shop : Unknown/Not Given                ,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,19,6,2,37,14,1,15,0,96,55,15,2,8,15,60,41,71,26,158,255,113,135,258,38,0,0,4,45,77,0,0,0,39,0,38,0,8,0,66,0,0,0,3,5,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Education : Home                        ,147029,0,0,0,0,0,0,0,1,2,25,40,49,115,162,261,268,464,493,334,173,457,433,577,310,551,591,607,778,1264,1617,1400,1778,2040,2525,1647,2046,2060,2396,2495,2682,4408,4960,4910,5955,6870,7957,4568,6956,6229,5465,4984,4007,4022,4665,2973,3162,2381,2573,2390,2105,3248,2803,2317,3381,2942,3103,1528,1367,919,875,473,553,338,503,119,332,19,22,4,0,0,0,0,0
System total,Education : Work                        ,10192,0,0,0,0,0,0,0,0,9,11,44,137,267,503,516,792,1204,804,315,231,178,96,118,79,192,21,119,67,142,144,86,118,268,161,162,104,144,371,27,376,187,177,83,139,150,96,383,399,202,12,176,130,73,79,2,0,0,0,6,0,13,10,9,28,21,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Education : Shop                        ,5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,2,24,13,90,0,22,0,22,52,77,61,239,103,75,19,132,519,409,258,61,91,57,13,105,687,231,375,394,353,75,227,32,0,492,203,3,0,21,0,9,189,0,87,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
System total,Education : Education                   ,20012,0,0,0,0,0,0,0,0,21,51,198,289,362,397,571,480,549,389,336,250,448,266,654,95,350,249,402,390,390,355,454,253,607,432,208,78,144,143,386,383,351,452,515,680,386,594,476,325,909,543,237,633,1064,529,248,69,162,123,87,79,74,236,96,25,129,80,45,63,36,152,2,0,4,12,9,7,0,0,0,0,0,0,0,0
System total,Education : Tourist                     ,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,132,0,0,104,0,0,25,0,0,0,83,0,82,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,97,51,81,28,1,0,0,0,0,0,0,0,0
System total,Education : Hotel                       ,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,5,15,47,0,173,0,7,0,0,0,3,75,14,102,225,5,150,92,250,628,0,13,84,344,1,27,0,4,0,0,17,31,1,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Education : Other                       ,16209,0,0,0,0,0,0,0,25,12,0,16,12,87,8,62,19,52,136,61,208,174,22,106,15,75,203,173,319,470,497,406,390,256,458,254,655,347,710,577,142,136,354,516,747,750,248,948,336,375,362,533,718,347,444,297,305,126,166,234,198,281,185,166,94,19,43,43,100,31,31,40,2,4,17,24,43,0,0,0,0,0,0,0,0
System total,Education : Unknown/Not Given           ,2136,0,0,0,0,0,0,0,0,0,13,0,0,7,16,28,4,2,27,5,13,1,0,0,73,66,1,36,53,258,53,87,1,0,0,45,0,0,22,1,87,23,31,91,0,87,97,49,10,0,422,0,16,71,197,28,0,1,0,27,0,11,0,0,9,37,6,0,9,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0
System total,Tourist : Home                          ,13909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,89,0,0,0,9,61,177,30,120,94,185,23,66,28,189,217,405,287,467,513,291,285,419,515,492,1098,1093,776,480,482,374,708,242,292,53,565,665,357,704,13,41,106,114,47,91,33,185,27,178,66,79,20,42,0,0,0,1,6,5,0,0,0,0,0,0,0,0
System total,Tourist : Work                          ,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,0,0,0,10,14,0,45,0,0,34,17,0,0,77,70,117,28,1,0,0,0,130,0,0,0,0,7,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Tourist : Shop                          ,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,76,55,18,19,88,38,2,52,137,7,5,0,0,130,0,117,0,63,23,83,15,30,46,3,28,0,112,0,33,0,0,0,0,0,8,200,24,0,3,0,0,0,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System total,Tourist : Education                     ,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,20,0,0,0,18,0,95,73,0,142,4,0,0,0,66,107,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
